feature,rf_score,gb_score,f_score,mi_score,aggregate_score
mfcc_4_mean,0.10880829015544043,0.01559939636287021,0.026344155465529307,0.4863013698630137,0.1398514110212018
mdvp_apq,0.32435233160621757,1.8738667821784984e-09,0.0020966912442954063,0.1952054794520548,0.13676613418329536
dfa,0.19430051813471505,4.764814933378589e-08,0.021519878098326672,0.3493150684931506,0.13245715905315475
mfcc_1_std,0.11398963730569947,0.11532238294331242,0.011156874800332535,0.2808219178082192,0.1271893645964139
f0_range,0.22797927461139897,0.0002327028054129061,0.004783010864288177,0.2808219178082191,0.125584578959545
shimmer_apq3,0.233160621761658,3.0147010221354827e-06,0.00242886815657347,0.26369863013698625,0.12317459059751598
mfcc_8_std,0.16580310880829016,0.0,0.000503968929483978,0.31506849315068497,0.11285542505852084
spread2,0.27979274611398963,9.586669554404522e-06,0.0009076789353765181,0.05821917808219171,0.09576607123857686
mdvp_flo,0.08549222797927461,0.0,0.014869815171405397,0.3150684931506849,0.09163533005820046
mfcc_10_std,0.2849740932642487,0.0,0.00045904615380702317,0.0,0.08558403721003602
spread1,0.0,0.043209093509601705,0.0012001570159493593,0.26369863013698625,0.06594248548346764
mdvp_shimmer_db,0.20984455958549217,0.005728089281160511,0.002824664359420218,0.0,0.06523672753187984
mfcc_12_std,0.17875647668393782,0.0,0.00031412752806043954,0.0,0.053689768510793434
mfcc_7_mean,0.17098445595854922,0.00326597315317446,0.005520439800923323,0.0,0.05337921669370177
mfcc_11_std,0.1761658031088083,0.0,0.0,0.0,0.05284974093264249
spectral_spread_mean,0.16580310880829016,0.0,2.92137321406558e-05,0.0,0.04974677538891518
mfcc_3_std,0.0,0.007191730795179827,0.005113389649995024,0.2226027397260273,0.047700745113758415
spectral_rolloff_mean,0.10880829015544043,0.0,0.004996543180482734,0.0684931506849314,0.047340425819714954
spectral_centroid_mean,0.10880829015544043,3.601603413110032e-05,0.0209750724461736,0.041095890410958895,0.04506748442829796
mfcc_8_mean,0.1476683937823834,0.0,0.0013103310508552051,0.0,0.04456258434488605
shimmer_dda,0.0621761658031088,2.972253176108386e-07,0.002488488211337762,0.10958904109589043,0.04106844476997357
mfcc_6_mean,0.13212435233160622,0.0,0.000546878631958944,0.0,0.039746681425873655
mfcc_5_std,0.10880829015544043,0.0,0.0018024762037603846,0.0,0.03300298228738421
mfcc_13_mean,0.0,0.0,0.00028870847295869027,0.0,5.774169459173806e-05
