mean_amplitude,std_amplitude,max_amplitude,min_amplitude,rms_energy,zcr_mean,zcr_std,energy_mean,energy_std,energy_max,energy_min,signal_length,duration,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,mfcc_1_mean,mfcc_1_std,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_max,mfcc_7_min,mfcc_8_mean,mfcc_8_std,mfcc_8_max,mfcc_8_min,mfcc_9_mean,mfcc_9_std,mfcc_9_max,mfcc_9_min,mfcc_10_mean,mfcc_10_std,mfcc_10_max,mfcc_10_min,mfcc_11_mean,mfcc_11_std,mfcc_11_max,mfcc_11_min,mfcc_12_mean,mfcc_12_std,mfcc_12_max,mfcc_12_min,mfcc_13_mean,mfcc_13_std,mfcc_13_max,mfcc_13_min,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta2_1_mean,mfcc_delta2_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta2_2_mean,mfcc_delta2_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta2_3_mean,mfcc_delta2_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta2_4_mean,mfcc_delta2_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta2_5_mean,mfcc_delta2_5_std,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta2_6_mean,mfcc_delta2_6_std,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta2_7_mean,mfcc_delta2_7_std,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta2_8_mean,mfcc_delta2_8_std,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta2_9_mean,mfcc_delta2_9_std,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta2_10_mean,mfcc_delta2_10_std,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta2_11_mean,mfcc_delta2_11_std,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta2_12_mean,mfcc_delta2_12_std,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta2_13_mean,mfcc_delta2_13_std,mel_mean,mel_std,mel_max,mel_min,chroma_mean,chroma_std,contrast_mean,contrast_std,tonnetz_mean,tonnetz_std,f0_mean,f0_std,f0_max,f0_min,f0_range,jitter_approx,voiced_ratio,hnr_approx,file_path,file_name,filter_applied,cohort,cohort_numeric
0.08242801740130988,0.12349081311586546,0.825409666615319,2.794451276294193e-09,0.12349081311589023,0.06638160278819918,0.012514436671957634,6.10299893845153,3.4372397130122,28.926527055957656,0.10260954716824172,375200,23.45,821.0295206120137,619.5852913376846,1174.8400852878465,0.007531438562941962,-218.07862019743828,22.82801944405628,-143.9428068609016,-344.38750583919153,219.1089953193965,7.032045101102268,244.24186186070608,185.9379753550014,-80.12905815863131,13.37968730592862,-16.341632829589017,-122.28795230310996,-6.069890722214013,6.919746616432294,13.475671225977337,-31.39498572083908,-45.20514328842807,7.662084009410752,10.587956596992015,-62.977415223475745,-63.72469270483602,7.012258221076151,-22.669065027824594,-81.43403004844947,-8.694659270660473,6.689719148319743,21.126771232027977,-21.38210799339976,-42.436199881403596,4.401136771064155,-20.38362365520621,-54.55475927424891,-38.05117198321222,5.994687344260521,-18.675882971019035,-56.1132130402371,-18.627879327577364,4.519091732237551,-4.27433855491956,-33.000696495286306,-26.420485295234933,3.76974550102953,-15.585109823402941,-42.485617278527805,-16.21100613801974,4.146393991978384,-4.642684413431917,-33.10443880399413,-18.772284655120355,4.670348877678904,-3.311499729623384,-29.48326029804055,0.10485338918954394,3.160885045411601,-0.07308464791327955,1.8155495645611035,0.03512165274776687,1.0153729640193998,-0.021998635288589172,0.6519247603156839,-0.05043159061479066,1.8835816294207526,0.04028213732987051,1.2846553025121292,-0.019069531957011193,1.053373875836247,0.023305880266950012,0.7150338589859336,-0.029373782794046545,1.161389763334217,0.04549929987395628,0.8166481806815368,-0.018340303044424515,1.0029798087689143,0.019561562134688463,0.7119944569729597,-0.013092043838587383,0.7952675378182809,-0.01927507666223696,0.6362904819292964,-0.021489171382392997,0.6705609675140075,0.012703919054395447,0.4579076401991095,-0.01189658053398888,0.8135255116932889,0.01894707035121539,0.6360154937144683,-0.01770920548121752,0.6446783169067449,0.005433885002570662,0.515722873884979,0.009834045477534853,0.4855172789876924,0.010544989243590578,0.36213649379867363,0.014697728630369005,0.555358912492135,-0.002317352946175986,0.41420781528215467,-0.01084264250001356,0.4730558624283213,-0.004966980635545392,0.3735616683591878,3.972266066930192,14.038739811076221,421.3686042336124,6.88004572722096e-21,0.38706226190174975,0.26462831338251996,25.777572185459746,11.386183252497052,0.11404030398205531,0.10680848709084198,118.80255985318618,19.51403590951655,131.26663108837195,65.93452333566037,65.33210775271158,0.1865694296162963,1.0,12.473773309131333,preprocessed_data\PD\processed_0001.wav,processed_0001.wav,voice_optimized_filter,PD,1
0.06736654098063433,0.10769365049010757,0.8114479524694319,1.5895777605258107e-07,0.10769365049024138,0.07204568490342565,0.021890297726647735,4.644442159729119,3.9524536496969507,17.064514840842808,0.03222442617474308,351200,21.95,1033.213726103437,738.9426398064913,1837.0842824601368,0.018366413532792617,-212.051899505663,42.336180683093076,-131.7058003256035,-342.35584140161825,193.24816399663072,13.948277046594532,212.3464252506561,137.37978046188965,-118.60395761655609,15.363920854694184,-47.74040007769946,-155.3515674256169,2.395643544963634,7.282884234345182,21.032537156008942,-14.71327397411769,-38.511284144538266,15.041783108787826,0.7571733237673286,-72.00569462471276,-44.04513823471947,6.817506522850957,-23.941038869957538,-61.42507441030737,-12.06001894323981,5.557805104608279,11.449239009280202,-25.247464023976512,-35.65144628126045,8.153268944126067,-6.52135007556924,-55.989155712278475,-12.872855057376212,5.109432731036484,2.8724513879615063,-25.870327619855885,-37.981147295212466,5.206318608810281,-20.9656525213356,-57.54143496526714,-36.07049854457507,5.506475811814826,-18.49956586596594,-48.95901190579626,-12.571609781769777,4.279849933865013,-0.5225629734821279,-22.923234731032515,-28.858544150461732,3.8715531199826128,-15.96599252220968,-38.1402395154273,-0.15495777460364565,2.5162834507764194,-0.05010224620287174,1.3101912302668368,0.027346436386788065,1.2763334083957367,-0.0520483469818062,0.8021739523800294,0.12168689116600125,1.3753963771740043,-0.002809487390797374,0.8808000059559085,-0.012625417885898606,0.9486978035731302,0.01758104855507766,0.6226502075596073,0.06165158663117541,0.9856045520727187,0.0057098725535514,0.6437303061311024,-0.002800976410261666,0.8654731386145683,0.010944565336118687,0.6048682517213536,-0.04208804043491788,0.7081117751671033,0.016810351272025528,0.491396534801361,0.030219314125740086,0.6333911575955747,0.01756976506975739,0.4125839773406799,-0.018117833888020112,0.6917580352951378,0.009033168709983597,0.49062177206690755,-0.006153814401864549,0.7365593152562333,0.0004605283171697021,0.49143614979327627,0.00474515336530359,0.7039672011789713,0.006152359939933027,0.5955048052706504,-0.013270495644299342,0.5357420363634813,0.009783165057191184,0.3728443304789716,0.008615160944944609,0.45855090273450283,0.010551034979375661,0.34211138192845936,2.9390290149240488,11.87812525471991,266.8799075936837,1.781996863760128e-21,0.3049157305714723,0.2893930193516278,29.123296986534328,11.77671771894338,0.08216694658970973,0.17373252717511734,152.20891970020782,61.00223595703767,264.38110186452974,66.48513170582588,197.89597015870385,0.2386453287435689,1.0,14.586775184110412,preprocessed_data\PD\processed_0002.wav,processed_0002.wav,voice_optimized_filter,PD,1
0.06055480499781225,0.0866253647711147,0.4896655165936986,1.8133523406807517e-09,0.08662536477122638,0.08154362240629183,0.01599189762273409,3.0033431393233254,1.0582349450029704,11.143169812295952,0.07677807406179787,382400,23.9,1024.0973052265492,763.2947884944506,1920.7949790794978,0.020407447589128068,-244.41012624291795,20.326661433739005,-128.59397835925168,-309.6314014544869,212.25647758505787,11.449246497809629,232.6141251530858,131.10221470605353,-104.74456838572895,14.458965510594458,-67.99655275458309,-185.28993371176088,0.9232981471636845,9.911668353825906,47.57326597437773,-22.707520959094083,-34.67115044196656,9.21169209887543,-9.838722427791936,-65.82259205902177,-56.492299055459775,6.898579035860163,-31.945447027279933,-79.10909118212828,-19.902427975063627,8.143682636268167,16.939556192247636,-40.08910149828006,-55.15559382967176,7.877984395475063,-21.215248658750788,-76.73227420274179,-37.85799913476029,6.689281749321642,-14.096022544956426,-57.73771041385545,-19.04811013974115,6.164172797552449,-0.7472270243179875,-40.55729115626703,-19.862859152581574,5.923698262754486,6.134550283841905,-33.467923944752044,-24.041329092513088,5.745181131680545,-2.7555436494192236,-39.701719436160744,-35.443981007880545,5.072424407188324,-5.183506726795292,-54.31206400189508,-0.04781541459040591,3.0628015556211508,0.015352382929640857,2.0731731576824086,0.14360162819349662,1.641438080179301,0.023604185390064116,0.898845553263339,0.1616303991202947,2.1270289518040557,0.012113169211549835,1.22775233535789,-0.035431681562252355,1.3969693777603789,0.0056160948191073526,0.8984817519399587,0.002487538167892713,1.273420125514578,0.01619601178901603,0.8041910896324571,-0.01972761474814982,0.9133579824996596,0.012337819969916909,0.5480430329937804,-0.048673519224775336,0.7674249315473357,0.004449490864332775,0.5272082847180278,-0.05078201321616338,0.8957101841531336,-0.002227152254131161,0.5953373695227513,-0.04661586694070395,0.9861634467308802,-0.0006309126683673831,0.688832444444776,0.02294359130158844,0.9237248966555082,0.014158474923842814,0.6834481476401856,0.03038408183168924,0.6688641228936132,0.008957185410973668,0.46465795891674283,-0.0016927261707729547,0.754423893931544,-0.0006645877464039373,0.4634345615689317,-0.040799624008046514,0.7758699390685696,0.011165079676811414,0.5138535301330958,1.9287448255094153,6.81244489612289,143.88104241480352,8.588582485044481e-21,0.35207601389137116,0.25278327309370807,29.401465748915513,11.227585430109654,0.08164364351482413,0.14238404936368784,77.8893511065027,14.728103965992577,101.2879083922001,66.19492579680842,35.092982595391675,0.27832759122369005,1.0,15.542270803533864,preprocessed_data\HC\processed_0001.wav,processed_0001.wav,voice_optimized_filter,HC,0
0.10025889269036,0.15427385561121248,0.8365021089214021,2.0371349111932002e-07,0.1542738556315879,0.09460911968954248,0.009862446143920013,9.523713971457443,1.8022409018574181,22.212610974145047,2.658517685123776,391600,24.475,1024.3904962428783,609.6695408810547,1538.508682328907,0.013705367396369954,-184.84890249600707,13.012511022812173,-146.79080422661065,-242.01214769791213,227.99559857481535,9.199598912539477,256.66808268542957,164.4162515362898,-128.57474149365456,8.480427154495784,-102.48426654975276,-170.5349552347914,-30.940900008655216,11.54478369039885,-1.4922236438187895,-58.72425171979708,-32.42659858150258,4.733954985493418,-5.004520949807066,-44.63244862240637,-41.622443201423046,4.244536882487321,-18.813317807001226,-51.303113326017154,-16.087531318476636,4.92949316684618,0.6787628353825207,-27.299629692035726,-49.57467642322651,4.187183531994795,-34.45874253236869,-60.49088955637966,-21.462162016925593,3.255931917546689,-1.4481094643984735,-29.19873613193397,-13.697027018638162,5.046527248986785,12.605494993991647,-28.01445387093525,-35.75949468810275,5.92669775560605,-10.98488478115938,-60.48157102322271,-27.290860445910862,3.8548112087071256,-12.340474775750632,-35.08315990190188,-23.68893120592262,3.8604326897650427,-9.29402483019184,-33.03519261922156,0.018227105400702916,2.495295272174649,-0.03882320963601978,1.9310525532618505,0.06485209108360245,1.5786040744433372,-0.0102577148251408,1.2626979934716076,0.06499347861219872,1.4612729447460824,0.020747287683974158,1.069505463956526,-0.0166660007851753,2.2629092485444704,0.0017867166780402624,1.878591177021532,-0.037601968593238916,0.7326205558822698,0.007637314622441168,0.46020293350053176,-0.012050367123601267,0.5956809171387297,0.018927714163672938,0.3463103666486266,0.0033606544200285317,0.5617774154566976,0.020264498947424887,0.4741459665816532,0.015618175264073374,0.6389007354511456,0.013658651909213901,0.4955298478566122,-0.004259306554374508,0.5342340419394215,0.011824065907271681,0.42091221313742366,0.00771335439740063,0.9130228161321972,0.020581704571195944,0.7351997696864171,0.029080309365972917,0.8282860313858039,0.016120080033579284,0.721326792704481,-0.010564402007473406,0.5967043270001475,0.009460261336290354,0.49833399535843925,-0.010120310010681685,0.606370441920869,0.007515788996676464,0.5111017873133947,5.9559057312303745,16.499894528068406,304.44655418705605,2.4204287253432006e-20,0.29726257208615997,0.2555155821999971,28.733419204237933,11.09704988788585,0.08886286494327912,0.14117858533928213,173.68251340491577,44.41495639566623,200.00881534871402,66.3485092496494,133.66030609906463,0.17463248992901179,1.0,14.614909931032562,preprocessed_data\HC\processed_0002.wav,processed_0002.wav,voice_optimized_filter,HC,0
0.052438999992898395,0.08163695901884653,0.8897167342858675,5.428633921173722e-09,0.08163695901894354,0.0677574770602493,0.017174738251570346,2.6663028997693186,3.8433864307757672,33.2672459958184,0.5062354397556869,369200,23.075,846.55980977305,547.6152069891255,1250.0108342361864,0.01627045779034487,-266.7467184392129,29.94627282811827,-132.0980831926895,-326.94523357980074,207.29787757522763,8.920308662569386,239.70790768905766,189.8183934541503,-61.87340654791261,20.72629586903124,-2.81861368536988,-147.53898829580538,-25.906199592582787,11.262619916921231,-2.218791116372741,-64.71375912213902,-29.826267717368868,6.987199643261443,-15.715759837541077,-60.970421173698384,-45.964998551799354,5.673714975824478,-21.930493574938268,-60.56830262907569,-12.264883405688902,5.316976161555639,5.79015220942594,-27.853594132175907,-36.919199327500934,4.524134956293163,-17.655462973702843,-53.284264258662766,-40.18364165318925,6.3217017436291485,-22.984944290652155,-55.65104193794184,-19.856238430413566,4.678077500888243,0.46099129581487563,-33.161581671092826,-26.339304768691182,3.597883300292515,-9.33227239237802,-39.881443289271786,-21.086728325358347,3.8378714214556706,-11.225906270057758,-38.84411622919407,-19.24321465889369,4.2862355856211485,-7.622977646870858,-32.54714971020882,-0.07920347828187146,2.79873266326273,-0.07802282457436374,2.4008212890530958,-0.028428770911006096,0.8840464916446998,-0.02990556442106073,0.8920243584910824,0.07219859332187425,1.79288537105033,0.044608222429775427,1.9985133774391524,0.056399316322239386,1.4860397385754565,0.020033369627699235,1.2792960382165632,0.029346262206172796,0.8702720677925901,0.019519802025457042,0.605084976977512,-6.259174852551024e-05,0.7797658366840275,0.015537658350329876,0.49574366187339813,-0.025728397685261292,0.6523476950193652,-0.0007345973750555336,0.48127609884685035,0.021836279957161014,0.6438624705557938,0.014071147541556268,0.4149900704427272,0.021679433326870143,0.8131963335368584,0.01137401897899382,0.712979562538654,-0.0053974364492580485,0.6958401720723514,0.012377414317337689,0.5039701363889839,0.022810147115565605,0.5216289690582937,0.013524325211691902,0.37388045984035945,0.01825225957080901,0.5720514646543702,0.0018758615662453051,0.5063684994300695,0.002343257088176681,0.5872060289051881,0.010537272412555792,0.46334139924442824,1.7126666134273254,9.605916549874182,521.2653655279481,2.0571385877669942e-21,0.3349466105341714,0.2948344086388196,27.409754158363786,11.693326222351077,0.055979211658460905,0.14572431696038904,179.0244259649904,28.327572113265322,207.72030303796777,66.47107189536978,141.24923114259798,0.07358020037734181,1.0,11.134821068541099,preprocessed_data\HC\processed_0003.wav,processed_0003.wav,voice_optimized_filter,HC,0
0.06066836884723083,0.10260933108722475,0.8961036598504301,1.8789770364385956e-07,0.10260933108728038,0.061220149403994846,0.013014229375418155,4.21201853357847,2.234861473549607,18.91107409625109,0.33602804196662955,397200,24.825,836.1669866334064,550.8019588039097,1313.1923464249749,0.008988826700558741,-233.99213661942053,25.350007327687894,-141.37439699324042,-318.6566090558107,234.44231975447894,8.468002539632185,255.15953559260464,205.84025142560876,-91.37705889570468,17.592939797453894,-38.37929154823868,-144.59343914062575,-35.09393578006768,12.718556607318714,4.405517842119919,-64.31208450237395,-33.609357025788356,5.691698277873091,-15.35269297160266,-47.19157100350928,-50.35747441266355,4.433570790974891,-36.91658128088901,-67.90186843083774,-19.85829890971942,7.47590916443919,2.7478924221947927,-39.725116377989906,-37.69266975663678,5.57853212935156,-17.616285928283236,-55.33929788764749,-29.000969849110763,3.4422627684749956,-17.524675071842285,-41.992787886019315,-21.992256180929253,3.674250774106202,-2.445965686365316,-33.49201824151015,-29.92833368780993,4.777657209492612,-16.681853836984082,-43.487286990377044,-24.31286747325659,3.307740205085245,-14.970409563667967,-34.39753294805291,-27.96756155991914,3.81906909576809,-10.402179235856062,-41.54638746007741,-0.04949704170354002,2.777351584498007,-0.07522776077633053,2.763677627795442,0.017588709696865688,1.257852065309529,-0.005560049448829697,1.1457642835361477,0.04500763337929082,1.7704914343076714,0.0473015498826114,1.7768742915954976,-0.015143937392834733,1.7887711806931699,-0.006233289884094476,1.864699364842495,0.0002129309241131615,0.9146129424525312,0.00909921531511349,0.8783258239489315,0.010624696321407275,0.5608628333021531,0.009907315544619839,0.5076643489780249,0.031043802903954035,0.6596063708575048,0.005478689831920126,0.6881395278886574,0.02536512729770661,0.5920353707425113,0.012799014157070158,0.5516491178577573,-0.010043388023793518,0.4721893283237323,0.006113428647816273,0.3512052698045311,-0.018723646828562066,0.41762435043246876,0.010198085897213735,0.3152730517443031,-0.02233840251047765,0.38051576113366825,0.002756347763440715,0.33451141864636164,0.005466270268551398,0.37598457691954507,0.004572010480063178,0.33986970594059135,0.02005590547748478,0.4228667206227603,0.012308735738937374,0.35559309758378316,2.728909231094087,8.22194586058302,263.1782058699153,2.4840975541811925e-21,0.5202218409991987,0.2482994901833945,27.00626846527102,11.464461737146202,0.04563992059404431,0.06903592828392117,71.36292415412886,9.465721606383344,98.86901763919673,66.47299708818355,32.39602055101318,0.19764001994243433,1.0,12.816268673461543,preprocessed_data\HC\processed_0004.wav,processed_0004.wav,voice_optimized_filter,HC,0
0.11091774011480196,0.16097726885389899,0.9300244488624944,5.086516327926227e-09,0.16097726885416794,0.08498222155448718,0.010176023806940668,10.369543839580455,4.057806838602519,36.732813177427616,0.5241212852733451,399200,24.95,949.6428674604783,634.545212819527,1400.4008016032064,0.01783407385815338,-169.7227943347611,16.084571449871593,-122.15435315842068,-241.143005847222,208.81788637033358,10.913645295983224,238.0500764722909,179.46491329474526,-117.40391141841013,6.928721030090263,-82.95218776685539,-137.92187719864475,-17.84078955160935,5.993527262829257,7.056237120635892,-32.69157475812867,-49.387851964907846,6.088604002564015,-7.482877785800067,-68.66337871751897,-46.845362398423894,5.9843128620613815,-4.109956088845937,-62.76108817752946,-1.9753377433589154,6.116727967906728,27.093600618638703,-18.24472859482824,-37.63497028485493,5.732964276145878,-12.45410945328152,-59.04863416389071,-26.29627132166321,4.22646543367873,-13.79317253593858,-41.262552712816586,-25.513999479618537,4.287638688274057,-3.440935813830987,-36.727718451835614,-23.03224112123726,3.996990231305857,3.719551565394386,-34.51093421030012,-25.423847096083968,3.6724527408944687,-4.21711723696104,-36.47089363333551,-34.56849650895614,4.179811616748547,-14.65368396942852,-45.78249643283401,-0.04757296009552478,2.243896835581152,-0.04860581294832851,1.2115122369711955,-0.012486576332818416,1.2342896242182726,-0.022638044151273132,0.7180424038525937,-0.010484945516830371,1.1178044376934924,0.019008443274564697,0.7235696117276588,-0.022286908045898283,0.8234798266555338,0.018097860359084977,0.6157092836143419,0.01872189751783571,1.007757806322695,0.03603338217476918,0.6628426283059787,-0.02484353471434831,0.7970768781989673,0.032764091664790156,0.5615727585492587,-0.020804978612508525,0.7352602817475808,0.01795010352323384,0.5132616687026977,0.008112786850552296,0.7423325286224259,0.022907201754174704,0.4986376668506235,-0.009042129943749144,0.6454667244259145,0.014520553248614508,0.4939847651003243,0.009866562615833758,0.6787150520787821,0.014997602236783581,0.4478153568137986,-0.0024669711448837054,0.5876579536822771,0.024841254885758085,0.4641108543195513,-0.019204853930148844,0.6402428589985638,0.019485916840316454,0.44129891494658363,-0.006934240047158822,0.6189799525021242,0.018806142923246637,0.4124203311937889,6.670986512441791,22.027410106235386,601.952636863216,1.8631460414096406e-21,0.3929557078550537,0.28187091770134487,27.725235049271113,11.746116114849967,0.11651968683426522,0.11764094934707855,108.36321007573092,30.24587793314762,143.5942637235831,65.99027413244404,77.60398959113907,0.32681657672701936,1.0,12.263858877297189,preprocessed_data\HC\processed_0005.wav,processed_0005.wav,voice_optimized_filter,HC,0
0.16280454999529254,0.21714966831477017,0.8668837544470072,1.454011943302809e-06,0.21714966831559046,0.11427532327586207,0.011214030375658093,18.86371258125081,4.445932264611041,35.13996306948189,2.734813246616846,370800,23.175,1019.8124725222511,618.8346992036464,1393.3549083063645,0.02809293430195239,-169.73124640029835,14.96207918263464,-133.75950403803927,-233.2509850116901,214.99338553704925,4.674132015197612,226.01593607574875,188.88327556079412,-115.93807870754627,10.728156279935124,-57.39020603637395,-139.3409720173043,-28.783005165705465,7.534705222501405,-13.9297579432396,-51.58992269482928,-50.857405472959286,7.071020615468011,-20.988967852007974,-70.97957033997446,-45.7427362812107,4.61991268434616,-12.323140507186116,-59.90756295645231,-12.773388943257757,4.193823900002859,2.235940931583323,-23.39951905317443,-53.234500202923435,4.973112340193916,-28.210524255981383,-67.9382678173815,-24.29755714108753,2.9903389216901686,-12.168585067546307,-37.580648439524055,-14.22081033657596,4.231174592361798,7.279565934284504,-23.7933045922855,-19.724428327641427,2.4203532193066306,2.5618015173899624,-26.263334077370537,-16.759442037123616,2.7046727094143894,-6.320651261476513,-26.788791520323183,-38.70985561282774,3.85345941915387,-21.81897234794346,-48.13915569102879,0.05468785620884797,1.614826067267267,-0.016608906545857116,1.983523400727448,-0.008111400973513035,0.49043844970084827,-0.022173124274462403,0.6183340543431051,0.023576882107030107,1.3893304263688782,0.044380494632572494,1.4947077429225897,0.018923441342082983,0.7341876973402176,-0.012226470946854199,1.1729650750916976,0.028284133001275958,0.9712223555950862,0.003169126631797592,0.7992104422460203,0.0009516602450302993,0.6198701449070322,0.023460186262013277,0.49664241559592565,-0.010342467090943028,0.5478172182667116,0.01306925766741324,0.44264912603637874,0.02400108048748822,0.7264687360924693,0.017364217959081066,0.5914655533512221,0.017109669186878028,0.39568131828726655,0.005790132838609626,0.36452207458076336,0.009816728104871754,0.418204100334705,0.014286955405112711,0.6608427313306696,0.009053118727093983,0.3727043016933819,0.015767790621425477,0.31926811668089233,0.01123331880748027,0.2843471080282191,0.003180053999758018,0.2808340885838378,0.018171668080759134,0.4003923445397682,0.012824919880639914,0.562940727278968,11.42834573738468,39.746877655304246,628.3010005535551,1.4887846605588516e-19,0.27997402333439875,0.3184135109305728,28.129769515520206,10.63931304398189,0.035665976860841914,0.13928968592637186,212.10892075438522,12.479705618690701,219.74335109961842,50.82915008373042,168.914201015888,0.028699140750645894,1.0,17.730940141250258,preprocessed_data\HC\processed_0006.wav,processed_0006.wav,voice_optimized_filter,HC,0
0.12724585723201906,0.17514625701130943,0.8814982646867864,5.121858748756425e-09,0.17514625701201358,0.08521648656542057,0.017032022402695,12.273008981707454,8.504302373553879,61.515392495703075,2.720226593885598,383200,23.95,900.8795631008308,580.7418877231594,1347.7661795407098,0.02847322651115694,-182.98684643550604,23.17031880216466,-111.72212557510312,-249.08135338147056,203.7222229872577,7.573925418296493,229.2558678952197,175.26648133814894,-85.00030431799053,15.634024007225406,-39.49125787638223,-121.47185013413805,-31.539309846831774,9.356039796784927,-7.981940043324336,-59.881711691952184,-31.359192241058874,6.814953312780105,-13.0630248416026,-51.56117645517626,-37.06400657468117,5.019586353805428,-21.43349865744615,-52.66953264390749,-8.702458803383777,5.223852178987352,6.602646475796579,-26.12385952399884,-31.063809738278465,4.861988658839902,-14.470602729365917,-48.275901427032686,-25.521684825853484,4.8707825190592215,-11.176808358156157,-41.49523687072032,-25.65037882621313,6.171909140778111,-4.547108325180262,-41.41804258324959,-36.22664429085012,3.779779322520027,-16.048545879463244,-48.21718185935585,-24.72651805865358,5.456722107827692,-9.766772982599855,-37.58443648251517,-22.410845228045986,5.020107150628521,-8.232348476368479,-34.8772117872956,0.048593752372623866,2.628393930587859,-0.06580025200777267,1.5768169973283053,-0.013849392519641249,1.0104411903367654,-0.033443258292111484,0.8214105192239995,0.02627592894620644,1.773110138903974,0.03788065918118957,1.285740529221796,0.04430272474193156,1.612360683588382,-0.007362796558215166,1.0627226981813753,-0.010087933123125191,0.854449252275002,0.025833273231289672,0.500382446501888,-0.0001072848757121628,0.8174276438170709,0.013110643732383832,0.5588452076585697,0.003255809389186423,0.644637013478701,-0.008659743564925078,0.4043135542235552,0.006196453580062846,0.7192714558612892,0.01978108259193426,0.43352457462295835,0.004071296145530503,0.7550001282592281,0.011066093608823165,0.42692709220515734,-0.01969951776555456,0.8629567695925517,0.01682599643987954,0.4437185905405263,0.004403074018007878,0.5598091146916795,0.006600803014419625,0.3440110109130999,0.020783481282275224,0.6301481783529449,-0.005870549889685844,0.3818037309682136,0.0111777229927601,0.6293699432929974,0.009582610186682756,0.35604599383845137,7.955118221178052,37.93774482943312,1789.2287931259748,2.0966994583886546e-20,0.3127365840947263,0.3267192157039162,27.581473377849598,10.430435846098932,-0.023640141295347826,0.07202612437396544,240.5754853716207,7.931080487589321,256.7047441812379,66.60082762988229,190.1039165513556,0.02576739613280939,1.0,15.468478009400561,preprocessed_data\HC\processed_0007.wav,processed_0007.wav,voice_optimized_filter,HC,0
0.08057594284755464,0.12333463924544105,0.8005317806351471,2.2890560477293286e-07,0.12333463924545549,0.10894460011398176,0.019978501251460404,6.089385829202178,3.574644537998426,19.560091396204673,0.4862967175207673,336800,21.05,993.5331195290397,566.3700923158628,1358.479809976247,0.010852815967613111,-224.49973938190303,24.790723358666703,-151.37775257508233,-274.54784861326846,222.25792483540718,7.709539441419104,237.9997924485658,196.40033416069582,-114.1239596840616,16.467525017104474,-73.24799605920865,-161.41975466707942,-40.58292974643187,12.77364906150848,-11.038757757881353,-63.340560871455864,-48.54355414624046,6.472764203694391,-19.76511463931824,-64.54877024925565,-44.38654966725356,5.029865196983046,-20.579161761071212,-54.23872313991744,-2.375396850578915,4.021288277576829,10.138761264661568,-12.285914681480396,-45.61843686818037,5.257396965563046,-30.591550133665585,-64.16883565379695,-30.848500796459774,4.781308414739013,-20.199492352417984,-43.96594974364504,-14.406826278446252,5.878728753283362,3.0462768567051066,-28.741502197337017,-32.064676058253816,3.769122197854963,-18.62842290108907,-41.1047666066992,-20.482424788776125,2.799224844506288,-11.877941359340488,-29.166142404976895,-23.651428215487694,4.217191431310326,-11.63047986864921,-40.93233373449475,-0.12327182312185499,3.6740966974524363,-0.04350524070611024,2.982618408514275,-0.017883185609105633,1.6104962449061566,-0.004434374654325231,1.2442902444332107,0.06645845875400805,2.5173688173635838,0.02077110223326275,2.021482982623024,-0.007166538916666586,2.8239930621655436,-0.006960959010853855,2.3566957596569824,0.016861482056214454,1.0897865391306942,0.0147622454972843,0.8258934985695083,-0.00792783765577421,0.6546787955810148,0.011601889511947804,0.4157495261935353,-0.012558402290068492,0.794298052568794,0.006671850363342078,0.5591487253902572,0.016011052664541645,0.6111435405025002,0.021196381756566785,0.5019851745938517,-0.01971247650494773,0.8474252290485568,0.010786460544073761,0.7267759325978125,-0.000541724526324378,1.143001211397422,0.008923385340751246,0.934072560141305,0.014468320165930706,0.7532095006018263,0.010488167504659933,0.644846637842416,-0.005982661784177003,0.5099973359474296,0.009652644432329877,0.4009210182958168,4.391879225403806e-06,0.8406439604278109,0.01756594012420902,0.6604252669771864,3.813459266262291,12.414342985093771,241.18075663040656,5.0824854283570295e-21,0.338046658198454,0.28175269662862507,28.930501961691665,11.031499475961494,0.06992495471647733,0.14721974555851516,190.82673738807728,15.371913742514675,198.91034739056337,66.4196573457623,132.49069004480106,0.045852586829774875,1.0,14.825586035720457,preprocessed_data\HC\processed_0008.wav,processed_0008.wav,voice_optimized_filter,HC,0
